customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,Contas_Diarias,Churn_Bin,customer_gender_Bin
8780-Ixsts,Yes,Female,0,No,No,6,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,90.1,521.3,3.0,1.0,0
8780-Rsyyu,No,Female,0,No,No,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),19.2,532.1,0.64,0.0,0
8780-Yrmtt,No,Female,0,No,No,66,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Mailed Check,47.4,3177.25,1.58,0.0,0
8782-Lkfpk,No,Male,0,No,No,44,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,90.4,4063,3.01,0.0,1
8782-Nuuol,No,Male,0,No,No,60,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,79.0,4801.1,2.63,0.0,1
8784-Cgiln,Yes,Female,0,No,No,18,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),99.85,1776.95,3.33,1.0,0
8785-Cjshh,No,Female,0,Yes,No,60,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.8,5985.75,3.33,0.0,0
8785-Epncg,Yes,Male,0,No,No,11,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),23.15,245.2,0.77,1.0,1
8788-Doxsu,No,Male,0,No,No,59,Yes,No,Dsl,No,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),61.35,3645.5,2.04,0.0,1
8791-Gfxlz,No,Male,0,No,No,12,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),49.05,593.05,1.64,0.0,1
8792-Aoroi,No,Female,0,Yes,No,8,Yes,No,Dsl,Yes,No,No,Yes,No,Yes,Two Year,No,Mailed Check,65.5,564.35,2.18,0.0,0
8793-Izzrv,,Male,0,No,No,4,No,No Phone Service,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,44.55,174.3,1.48,0.0,1
8799-Oxzmd,No,Female,0,No,No,28,No,No Phone Service,Dsl,No,No,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,29.75,790.7,0.99,0.0,0
8800-Joocf,No,Female,0,No,Yes,12,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,84.05,966.55,2.8,0.0,0
8800-Zkrfw,No,Female,0,Yes,Yes,30,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,107.5,3242.5,3.58,0.0,0
8802-Unojf,Yes,Male,1,No,No,12,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,83.8,1029.75,2.79,1.0,1
8805-Jnraz,No,Female,0,No,No,2,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Mailed Check,49.2,103.7,1.64,0.0,0
8806-Eagwc,Yes,Male,0,No,No,3,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Mailed Check,55.15,159.15,1.84,1.0,1
8807-Arqet,No,Female,0,No,No,41,No,No Phone Service,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,40.35,1677.85,1.34,0.0,0
8807-Opmbm,No,Female,0,Yes,Yes,55,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),25.65,1388,0.86,0.0,0
8808-Eleho,Yes,Male,1,No,No,8,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,81.25,585.95,2.71,1.0,1
8809-Rihdd,Yes,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,103.4,7372.65,3.45,1.0,1
8809-Xkhmd,No,Male,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Transfer (Automatic),100.55,7325.1,3.35,0.0,1
8812-Zrhfp,No,Female,0,Yes,Yes,30,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,One Year,No,Electronic Check,86.45,2538.05,2.88,0.0,0
8815-Lmflx,No,Male,0,Yes,Yes,25,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Bank Transfer (Automatic),25.4,546.85,0.85,0.0,1
8816-Vxnzd,Yes,Female,0,No,No,1,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.1,75.1,2.5,1.0,0
8818-Dopvl,No,Female,1,No,No,46,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,104.45,4863.85,3.48,0.0,0
8818-Xyfcq,Yes,Male,0,Yes,Yes,32,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),99.55,3204.65,3.32,1.0,1
8819-Imisp,No,Male,0,No,No,31,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.45,2429.1,2.68,0.0,1
8819-Wfggj,No,Male,0,Yes,No,68,No,No Phone Service,Dsl,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),54.1,3794.5,1.8,0.0,1
8819-Zbyna,No,Female,0,Yes,No,58,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),109.1,6393.65,3.64,0.0,0
8821-Kvzkq,No,Female,0,Yes,Yes,70,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),58.4,4113.15,1.95,0.0,0
8821-Xnhvz,Yes,Female,0,Yes,Yes,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,80.05,80.05,2.67,1.0,0
8822-Knbhv,No,Female,0,No,No,48,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),83.45,3887.85,2.78,0.0,0
8823-Rlpwl,No,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),110.65,8065.65,3.69,0.0,0
8824-Rwfxj,Yes,Male,0,Yes,Yes,3,Yes,No,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,56.15,168.15,1.87,1.0,1
8835-Vsdse,Yes,Female,0,Yes,No,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.7,141.45,2.36,1.0,0
8837-Vvwlq,Yes,Female,0,No,No,8,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,84.95,668.4,2.83,1.0,0
8838-Gphzp,No,Female,0,No,No,63,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,20.6,1298.7,0.69,0.0,0
8840-Dqlgn,Yes,Female,1,Yes,No,35,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),100.5,3653.35,3.35,1.0,0
8844-Tonud,Yes,Male,0,Yes,Yes,13,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,96.65,1162.85,3.22,1.0,1
8845-Lwkge,No,Female,0,Yes,Yes,30,Yes,No,Dsl,No,No,Yes,Yes,Yes,No,One Year,Yes,Electronic Check,64.5,1985.15,2.15,0.0,0
8847-Geooq,No,Male,0,Yes,No,60,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),60.2,3582.4,2.01,0.0,1
8849-Ayptr,No,Male,0,Yes,No,33,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,91.25,2964.05,3.04,0.0,1
8849-Gyokr,Yes,Female,0,Yes,No,54,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),106.55,5763.3,3.55,1.0,0
8849-Priqj,No,Female,0,Yes,Yes,67,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,109.4,7281.6,3.65,0.0,0
8851-Ragov,No,Female,0,Yes,No,25,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,71.05,1837.7,2.37,0.0,0
8853-Tzdgh,No,Female,0,No,No,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),111.6,8012.75,3.72,0.0,0
8854-Ccvsq,Yes,Male,0,No,No,18,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.65,1451.9,2.69,1.0,1
8857-Cupfq,No,Male,0,Yes,No,63,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.25,1237.65,0.64,0.0,1
8859-Axjzp,No,Male,0,Yes,Yes,39,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,23.8,903.8,0.79,0.0,1
8859-Dztgq,No,Male,0,No,No,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.35,689.75,0.68,0.0,1
8859-Ystws,No,Male,0,No,No,48,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),19.95,1004.5,0.66,0.0,1
8861-Hggkb,Yes,Female,0,No,No,10,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,86.45,830.85,2.88,1.0,0
8865-Tnmnx,No,Male,0,Yes,Yes,10,Yes,No,Dsl,No,Yes,No,No,No,No,One Year,No,Mailed Check,49.55,475.7,1.65,0.0,1
8868-Gagio,No,Male,0,Yes,No,45,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,84.55,3713.95,2.82,0.0,1
8868-Wozgu,Yes,Male,0,No,No,28,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.7,2979.5,3.52,1.0,1
8869-Lihmk,No,Female,0,No,No,64,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),115.1,7334.05,3.84,0.0,0
8869-Torss,Yes,Female,0,No,No,48,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card (Automatic),60.35,2896.4,2.01,1.0,0
8871-Jlmhm,No,Female,0,Yes,No,68,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Two Year,No,Credit Card (Automatic),90.2,6297.65,3.01,0.0,0
8873-Gldmh,No,Female,0,No,No,6,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,73.85,401.3,2.46,0.0,0
8873-Tmkgr,No,Male,0,No,No,29,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.1,529.5,0.64,0.0,1
8874-Ejnsr,No,Male,0,Yes,Yes,39,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.2,987.95,0.84,0.0,1
8875-Akbyh,No,Male,1,No,No,20,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,84.35,1745.2,2.81,0.0,1
8878-Hmwbv,Yes,Male,0,No,No,3,Yes,No,Dsl,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,49.15,169.05,1.64,1.0,1
8878-Ryuki,No,Female,0,No,No,52,Yes,No,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,59.45,3043.7,1.98,0.0,0
8879-Xuahx,No,Male,0,Yes,No,71,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,116.25,8564.75,3.88,0.0,1
8879-Zkjof,No,Female,0,No,No,41,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),79.85,3320.75,2.66,0.0,0
8882-Tlvrw,No,Male,0,Yes,Yes,69,No,No Phone Service,Dsl,Yes,No,Yes,Yes,No,No,Two Year,No,Mailed Check,39.1,2779.5,1.3,0.0,1
8883-Anodq,No,Female,0,Yes,Yes,68,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card (Automatic),84.4,5746.75,2.81,0.0,0
8883-Grdwq,No,Male,1,No,No,20,Yes,No,Dsl,Yes,No,No,Yes,No,No,One Year,No,Mailed Check,54.0,1055.9,1.8,0.0,1
8884-Adfvn,Yes,Male,1,Yes,No,7,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,101.95,700.85,3.4,1.0,1
8884-Feewr,No,Male,0,No,No,35,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),20.6,754,0.69,0.0,1
8884-Mrnsu,No,Male,0,Yes,Yes,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),19.9,329.75,0.66,0.0,1
8885-Qsqbx,No,Female,0,No,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),49.55,49.55,1.65,0.0,0
8887-Ipqnc,No,Female,0,Yes,No,7,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,44.25,313.45,1.48,0.0,0
8894-Jvdcv,No,Female,0,No,No,62,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),115.05,7133.45,3.84,0.0,0
8896-Bqtti,No,Male,0,No,No,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,25.0,25,0.83,0.0,1
8896-Razcr,No,Female,0,No,Yes,44,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.9,868.1,0.66,0.0,0
8898-Kascd,No,Male,0,No,No,39,No,No Phone Service,Dsl,No,No,Yes,Yes,No,No,One Year,No,Mailed Check,35.55,1309.15,1.18,0.0,1
8901-Hjxtf,Yes,Female,0,Yes,Yes,12,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Mailed Check,29.2,309.1,0.97,1.0,0
8901-Uprhr,No,Female,0,Yes,Yes,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),109.2,7711.45,3.64,0.0,0
8902-Zeovf,No,Male,0,Yes,Yes,47,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.05,951.55,0.67,0.0,1
8903-Wmrnw,No,Female,0,Yes,No,15,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,101.75,1669.4,3.39,0.0,0
8903-Xebgx,No,Male,0,No,Yes,2,Yes,No,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,55.3,108.65,1.84,0.0,1
8904-Opdck,No,Male,1,Yes,No,54,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),24.95,1364.75,0.83,0.0,1
8905-Iazpf,No,Female,0,Yes,No,69,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),95.65,6744.2,3.19,0.0,0
8908-Nmqtx,No,Male,0,No,No,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),65.6,4566.5,2.19,0.0,1
8908-Slfcj,No,Female,0,No,No,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),20.85,435.25,0.7,0.0,0
8909-Bolnl,No,Male,0,No,No,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,21.2,52.05,0.71,0.0,1
8910-Ichiu,No,Female,0,No,No,46,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),95.65,4664.2,3.19,0.0,0
8910-Ledag,No,Male,1,Yes,No,34,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),71.55,2427.35,2.38,0.0,1
8914-Rbtsb,Yes,Male,0,Yes,No,31,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,93.8,3019.5,3.13,1.0,1
8915-Nntrc,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),107.7,7919.8,3.59,0.0,1
8917-Faemr,No,Female,0,No,No,37,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.85,784.25,0.66,0.0,0
8917-Szttj,No,Male,0,Yes,Yes,60,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.65,1161.75,0.65,0.0,1
8919-Fyfqz,Yes,Male,1,Yes,No,44,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,30.35,1359.7,1.01,1.0,1
8920-Navay,No,Male,1,No,No,62,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),110.75,7053.35,3.69,0.0,1
8920-Vtvet,,Female,0,No,No,68,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),20.05,1386.9,0.67,0.0,0
8922-Liegh,Yes,Female,1,No,No,25,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,89.7,2187.55,2.99,1.0,0
8922-Npkbj,No,Male,0,Yes,Yes,42,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.35,867.3,0.64,0.0,1
8929-Kswih,No,Male,0,No,No,25,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),99.3,2513.5,3.31,0.0,1
8930-Xotdp,No,Female,0,Yes,Yes,18,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Mailed Check,55.95,1082.8,1.86,0.0,0
8931-Gjjiq,Yes,Female,0,No,No,9,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,83.3,803.3,2.78,1.0,0
8932-Czhrq,No,Male,0,No,No,68,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card (Automatic),76.75,5233.25,2.56,0.0,1
8933-Fshgw,,Female,1,Yes,No,25,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.3,1813.1,2.31,0.0,0
8937-Fvbie,,Male,0,Yes,No,67,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),90.6,6056.15,3.02,0.0,1
8937-Rdthp,Yes,Male,0,No,No,1,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,84.6,84.6,2.82,1.0,1
8938-Umkpi,Yes,Female,0,No,No,47,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.4,5127.95,3.55,1.0,0
8939-Orhiw,,Male,0,Yes,Yes,34,No,No Phone Service,Dsl,No,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,44.85,1442.6,1.5,0.0,1
8942-Dbmhz,No,Male,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.45,255.35,0.68,0.0,1
8943-Urtmr,Yes,Female,0,No,No,2,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,79.65,152.7,2.66,1.0,0
8944-Ailef,No,Male,0,Yes,No,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),19.45,340.85,0.65,0.0,1
8945-Grkhx,Yes,Female,0,No,Yes,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,78.65,78.65,2.62,1.0,0
8945-Muquf,Yes,Male,0,No,No,51,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,94.8,4837.6,3.16,1.0,1
8946-Bfwsg,No,Male,0,Yes,Yes,63,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.25,1573.05,0.84,0.0,1
8947-Yrtdv,No,Male,0,Yes,Yes,32,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,No,Mailed Check,94.8,3131.55,3.16,0.0,1
8949-Jtmay,Yes,Female,0,No,No,29,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),98.6,2933.2,3.29,1.0,0
8950-Mtznv,No,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,44.95,44.95,1.5,0.0,1
8952-Wcvcd,No,Female,0,Yes,No,41,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),104.45,4162.05,3.48,0.0,0
8954-Hkvwg,,Female,0,Yes,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),44.6,80.55,1.49,0.0,0
8957-Thmoa,No,Female,0,No,Yes,50,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),20.15,970.85,0.67,0.0,0
8958-Jptrr,No,Female,0,Yes,No,56,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,24.3,1261.7,0.81,0.0,0
8961-Qdzzj,No,Female,0,Yes,Yes,57,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,95.0,5535.8,3.17,0.0,0
8963-Jlgjt,No,Male,0,No,Yes,3,Yes,No,Dsl,Yes,No,Yes,No,No,No,Month-To-Month,No,Mailed Check,55.9,157.55,1.86,0.0,1
8963-Mqvyn,No,Female,0,No,Yes,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,20.55,469.85,0.68,0.0,0
8966-Kzxxa,No,Male,0,Yes,Yes,36,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.1,930.95,0.84,0.0,1
8966-Oiqhg,No,Female,0,Yes,Yes,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),20.75,452.35,0.69,0.0,0
8966-Snizf,No,Female,0,Yes,No,70,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),19.45,1303.5,0.65,0.0,0
8967-Szqas,No,Female,0,No,No,14,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,50.45,765.45,1.68,0.0,0
8969-Prhfk,No,Male,0,No,No,18,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.65,411.25,0.65,0.0,1
8970-Anwxo,No,Female,0,No,No,23,Yes,Yes,Dsl,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,73.75,1756.6,2.46,0.0,0
8972-Hjwnv,Yes,Female,1,Yes,No,7,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.55,646.85,2.82,1.0,0
8974-Ovacp,No,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.15,20.15,0.67,0.0,0
8975-Skgrx,No,Male,0,Yes,No,71,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),116.1,8310.55,3.87,0.0,1
8976-Oqhgt,Yes,Female,0,Yes,Yes,4,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,No,Mailed Check,56.5,235.1,1.88,1.0,0
8977-Nixdf,,Male,0,Yes,Yes,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.6,197.4,0.65,0.0,1
8979-Camgb,No,Male,1,No,No,64,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,No,Electronic Check,102.1,6688.1,3.4,0.0,1
8980-Wqfwl,No,Female,0,No,No,35,Yes,No,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,62.1,2096.1,2.07,0.0,0
8981-Fjgla,No,Male,0,No,Yes,11,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,78.0,851.8,2.6,0.0,1
8982-Nhavy,No,Male,0,No,No,27,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),100.5,2673.45,3.35,0.0,1
8984-Eylll,No,Male,0,Yes,No,64,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,105.25,6823.4,3.51,0.0,1
